id,category_id,name,description,price
4403,3,Tablet 0221,Tablet generation 221 for category Tablets,30535.00
4404,4,Headphones 0221,Headphones generation 221 for category Headphones,9625.00
4405,5,Smart Device 0221,Smart Device generation 221 for category Smart Home,4765.00
4406,6,Gaming Gear 0221,Gaming Gear generation 221 for category Gaming,7355.00
4407,7,Monitor 0221,Monitor generation 221 for category Monitors,22445.00
4408,8,Storage 0221,Storage generation 221 for category Storage,6035.00
4409,9,Accessory 0221,Accessory generation 221 for category Accessories,2125.00
4410,10,Router 0221,Router generation 221 for category Networking,5265.00
4411,11,Appliance 0221,Appliance generation 221 for category Kitchen Appliances,8355.00
4412,12,Office Device 0221,Office Device generation 221 for category Office Equipment,13445.00
4413,13,Wearable 0221,Wearable generation 221 for category Wearables,11535.00
4414,14,Camera 0221,Camera generation 221 for category Cameras,46625.00
4415,15,Book 0221,Book generation 221 for category Books,1165.00
4416,16,TV 0221,TV generation 221 for category TVs,55355.00
4417,17,Speaker 0221,Speaker generation 221 for category Audio,10445.00
4418,18,Printer 0221,Printer generation 221 for category Printers,18535.00
4419,19,Component 0221,Component generation 221 for category Components,15625.00
4420,20,Charger 0221,Charger generation 221 for category Charging,2265.00
4421,1,Smartphone 0222,Smartphone generation 222 for category Smartphones,25630.00
4422,2,Laptop 0222,Laptop generation 222 for category Laptops,70720.00
4423,3,Tablet 0222,Tablet generation 222 for category Tablets,30810.00
4424,4,Headphones 0222,Headphones generation 222 for category Headphones,9900.00
4425,5,Smart Device 0222,Smart Device generation 222 for category Smart Home,5040.00
4426,6,Gaming Gear 0222,Gaming Gear generation 222 for category Gaming,7630.00
4427,7,Monitor 0222,Monitor generation 222 for category Monitors,22720.00
4428,8,Storage 0222,Storage generation 222 for category Storage,6310.00
4429,9,Accessory 0222,Accessory generation 222 for category Accessories,2400.00
4430,10,Router 0222,Router generation 222 for category Networking,5540.00
4431,11,Appliance 0222,Appliance generation 222 for category Kitchen Appliances,8630.00
4432,12,Office Device 0222,Office Device generation 222 for category Office Equipment,13720.00
4433,13,Wearable 0222,Wearable generation 222 for category Wearables,11810.00
4434,14,Camera 0222,Camera generation 222 for category Cameras,46900.00
4435,15,Book 0222,Book generation 222 for category Books,1440.00
4436,16,TV 0222,TV generation 222 for category TVs,55630.00
4437,17,Speaker 0222,Speaker generation 222 for category Audio,10720.00
4438,18,Printer 0222,Printer generation 222 for category Printers,18810.00
4439,19,Component 0222,Component generation 222 for category Components,15900.00
4440,20,Charger 0222,Charger generation 222 for category Charging,2540.00
4441,1,Smartphone 0223,Smartphone generation 223 for category Smartphones,25905.00
4442,2,Laptop 0223,Laptop generation 223 for category Laptops,70995.00
4443,3,Tablet 0223,Tablet generation 223 for category Tablets,31085.00
4444,4,Headphones 0223,Headphones generation 223 for category Headphones,10175.00
4445,5,Smart Device 0223,Smart Device generation 223 for category Smart Home,5315.00
4446,6,Gaming Gear 0223,Gaming Gear generation 223 for category Gaming,7905.00
4447,7,Monitor 0223,Monitor generation 223 for category Monitors,22995.00
4448,8,Storage 0223,Storage generation 223 for category Storage,6585.00
4449,9,Accessory 0223,Accessory generation 223 for category Accessories,2675.00
4450,10,Router 0223,Router generation 223 for category Networking,5815.00
4451,11,Appliance 0223,Appliance generation 223 for category Kitchen Appliances,8905.00
4452,12,Office Device 0223,Office Device generation 223 for category Office Equipment,13995.00
4453,13,Wearable 0223,Wearable generation 223 for category Wearables,12085.00
4454,14,Camera 0223,Camera generation 223 for category Cameras,47175.00
4455,15,Book 0223,Book generation 223 for category Books,1715.00
4456,16,TV 0223,TV generation 223 for category TVs,55905.00
4457,17,Speaker 0223,Speaker generation 223 for category Audio,10995.00
4458,18,Printer 0223,Printer generation 223 for category Printers,19085.00
4459,19,Component 0223,Component generation 223 for category Components,16175.00
4460,20,Charger 0223,Charger generation 223 for category Charging,2815.00
4461,1,Smartphone 0224,Smartphone generation 224 for category Smartphones,26180.00
4462,2,Laptop 0224,Laptop generation 224 for category Laptops,71270.00
4463,3,Tablet 0224,Tablet generation 224 for category Tablets,31360.00
4464,4,Headphones 0224,Headphones generation 224 for category Headphones,10450.00
4465,5,Smart Device 0224,Smart Device generation 224 for category Smart Home,5590.00
4466,6,Gaming Gear 0224,Gaming Gear generation 224 for category Gaming,8180.00
4467,7,Monitor 0224,Monitor generation 224 for category Monitors,23270.00
4468,8,Storage 0224,Storage generation 224 for category Storage,6860.00
4469,9,Accessory 0224,Accessory generation 224 for category Accessories,2950.00
4470,10,Router 0224,Router generation 224 for category Networking,6090.00
4471,11,Appliance 0224,Appliance generation 224 for category Kitchen Appliances,9180.00
4472,12,Office Device 0224,Office Device generation 224 for category Office Equipment,14270.00
4473,13,Wearable 0224,Wearable generation 224 for category Wearables,12360.00
4474,14,Camera 0224,Camera generation 224 for category Cameras,47450.00
4475,15,Book 0224,Book generation 224 for category Books,1990.00
4476,16,TV 0224,TV generation 224 for category TVs,56180.00
4477,17,Speaker 0224,Speaker generation 224 for category Audio,11270.00
4478,18,Printer 0224,Printer generation 224 for category Printers,19360.00
4479,19,Component 0224,Component generation 224 for category Components,16450.00
4480,20,Charger 0224,Charger generation 224 for category Charging,3090.00
4481,1,Smartphone 0225,Smartphone generation 225 for category Smartphones,26455.00
4482,2,Laptop 0225,Laptop generation 225 for category Laptops,71545.00
4483,3,Tablet 0225,Tablet generation 225 for category Tablets,31635.00
4484,4,Headphones 0225,Headphones generation 225 for category Headphones,10725.00
4485,5,Smart Device 0225,Smart Device generation 225 for category Smart Home,5865.00
4486,6,Gaming Gear 0225,Gaming Gear generation 225 for category Gaming,8455.00
4487,7,Monitor 0225,Monitor generation 225 for category Monitors,23545.00
4488,8,Storage 0225,Storage generation 225 for category Storage,7135.00
4489,9,Accessory 0225,Accessory generation 225 for category Accessories,3225.00
4490,10,Router 0225,Router generation 225 for category Networking,6365.00
4491,11,Appliance 0225,Appliance generation 225 for category Kitchen Appliances,9455.00
4492,12,Office Device 0225,Office Device generation 225 for category Office Equipment,14545.00
4493,13,Wearable 0225,Wearable generation 225 for category Wearables,12635.00
4494,14,Camera 0225,Camera generation 225 for category Cameras,47725.00
4495,15,Book 0225,Book generation 225 for category Books,2265.00
4496,16,TV 0225,TV generation 225 for category TVs,56455.00
4497,17,Speaker 0225,Speaker generation 225 for category Audio,11545.00
4498,18,Printer 0225,Printer generation 225 for category Printers,19635.00
4499,19,Component 0225,Component generation 225 for category Components,16725.00
4500,20,Charger 0225,Charger generation 225 for category Charging,3365.00
4501,1,Smartphone 0226,Smartphone generation 226 for category Smartphones,26730.00
4502,2,Laptop 0226,Laptop generation 226 for category Laptops,71820.00
4503,3,Tablet 0226,Tablet generation 226 for category Tablets,31910.00
4504,4,Headphones 0226,Headphones generation 226 for category Headphones,11000.00
4505,5,Smart Device 0226,Smart Device generation 226 for category Smart Home,6140.00
4506,6,Gaming Gear 0226,Gaming Gear generation 226 for category Gaming,8730.00
4507,7,Monitor 0226,Monitor generation 226 for category Monitors,23820.00
4508,8,Storage 0226,Storage generation 226 for category Storage,7410.00
4509,9,Accessory 0226,Accessory generation 226 for category Accessories,3500.00
4510,10,Router 0226,Router generation 226 for category Networking,6640.00
4511,11,Appliance 0226,Appliance generation 226 for category Kitchen Appliances,9730.00
4512,12,Office Device 0226,Office Device generation 226 for category Office Equipment,14820.00
4513,13,Wearable 0226,Wearable generation 226 for category Wearables,12910.00
4514,14,Camera 0226,Camera generation 226 for category Cameras,48000.00
4515,15,Book 0226,Book generation 226 for category Books,2540.00
4516,16,TV 0226,TV generation 226 for category TVs,56730.00
4517,17,Speaker 0226,Speaker generation 226 for category Audio,11820.00
4518,18,Printer 0226,Printer generation 226 for category Printers,19910.00
4519,19,Component 0226,Component generation 226 for category Components,17000.00
4520,20,Charger 0226,Charger generation 226 for category Charging,3640.00
4521,1,Smartphone 0227,Smartphone generation 227 for category Smartphones,27005.00
4522,2,Laptop 0227,Laptop generation 227 for category Laptops,72095.00
4523,3,Tablet 0227,Tablet generation 227 for category Tablets,32185.00
4524,4,Headphones 0227,Headphones generation 227 for category Headphones,11275.00
4525,5,Smart Device 0227,Smart Device generation 227 for category Smart Home,6415.00
4526,6,Gaming Gear 0227,Gaming Gear generation 227 for category Gaming,9005.00
4527,7,Monitor 0227,Monitor generation 227 for category Monitors,24095.00
4528,8,Storage 0227,Storage generation 227 for category Storage,7685.00
4529,9,Accessory 0227,Accessory generation 227 for category Accessories,3775.00
4530,10,Router 0227,Router generation 227 for category Networking,6915.00
4531,11,Appliance 0227,Appliance generation 227 for category Kitchen Appliances,10005.00
4532,12,Office Device 0227,Office Device generation 227 for category Office Equipment,15095.00
4533,13,Wearable 0227,Wearable generation 227 for category Wearables,13185.00
4534,14,Camera 0227,Camera generation 227 for category Cameras,48275.00
4535,15,Book 0227,Book generation 227 for category Books,2815.00
4536,16,TV 0227,TV generation 227 for category TVs,57005.00
4537,17,Speaker 0227,Speaker generation 227 for category Audio,12095.00
4538,18,Printer 0227,Printer generation 227 for category Printers,20185.00
4539,19,Component 0227,Component generation 227 for category Components,17275.00
4540,20,Charger 0227,Charger generation 227 for category Charging,3915.00
4541,1,Smartphone 0228,Smartphone generation 228 for category Smartphones,27280.00
4542,2,Laptop 0228,Laptop generation 228 for category Laptops,72370.00
4543,3,Tablet 0228,Tablet generation 228 for category Tablets,32460.00
4544,4,Headphones 0228,Headphones generation 228 for category Headphones,11550.00
4545,5,Smart Device 0228,Smart Device generation 228 for category Smart Home,6690.00
4546,6,Gaming Gear 0228,Gaming Gear generation 228 for category Gaming,9280.00
4547,7,Monitor 0228,Monitor generation 228 for category Monitors,24370.00
4548,8,Storage 0228,Storage generation 228 for category Storage,7960.00
4549,9,Accessory 0228,Accessory generation 228 for category Accessories,4050.00
4550,10,Router 0228,Router generation 228 for category Networking,7190.00
4551,11,Appliance 0228,Appliance generation 228 for category Kitchen Appliances,10280.00
4552,12,Office Device 0228,Office Device generation 228 for category Office Equipment,15370.00
4553,13,Wearable 0228,Wearable generation 228 for category Wearables,13460.00
4554,14,Camera 0228,Camera generation 228 for category Cameras,48550.00
4555,15,Book 0228,Book generation 228 for category Books,3090.00
4556,16,TV 0228,TV generation 228 for category TVs,57280.00
4557,17,Speaker 0228,Speaker generation 228 for category Audio,12370.00
4558,18,Printer 0228,Printer generation 228 for category Printers,20460.00
4559,19,Component 0228,Component generation 228 for category Components,17550.00
4560,20,Charger 0228,Charger generation 228 for category Charging,4190.00
4561,1,Smartphone 0229,Smartphone generation 229 for category Smartphones,27555.00
4562,2,Laptop 0229,Laptop generation 229 for category Laptops,72645.00
4563,3,Tablet 0229,Tablet generation 229 for category Tablets,32735.00
